SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
72,93,Constant current discharge,Yes,23.5,1863,912.5,9.6,3.2
66,94,Constant current discharge,Yes,23.8,2009,912.5,9.7,3.2
98,100,Constant current discharge,Yes,25.2,2010,1009,10.4,3.1
74,98,Constant current discharge,Yes,23.9,1816,932,10.1,3.2
68,91,Constant current discharge,Yes,23.7,1903,912.5,10.1,3.2
87,99,Constant current discharge,Yes,24.7,1991,967.3,10.1,3.2
59,93,Constant current discharge,Yes,23.6,1867,912.5,9.5,3.2
89,97,Constant current discharge,Yes,24.7,2010,974.4,10.1,3.1
70,95,Constant current discharge,Yes,23.5,1877,912.5,9.7,3.2
100,100,Constant current discharge,Yes,23.7,1984,996.7,9.8,3.1
58,93,Constant current discharge,Yes,23.5,1881,939.2,9.7,3.2
100,99,Constant current discharge,Yes,25,1906,973.3,10.4,3.2
98,92,Constant current discharge,Yes,23.7,1954,914.5,9.7,3.2
70,95,Constant current discharge,Yes,24.9,2000,933,10.1,3.2
67,91,Constant current discharge,Yes,23.8,1887,912.5,9.7,3.2
94,99,Constant current discharge,Yes,25.3,2010,984.3,9.9,3.2
88,93,Constant current discharge,Yes,24.7,1956,935.5,10.1,3.1
100,100,Constant current discharge,Yes,25.2,2010,1009.8,10.4,3.1
93,100,Constant current discharge,Yes,23.8,1830,912.5,10.1,3.2
68,100,Constant current discharge,Yes,24,2010,966,10.2,3.2
65,96,Constant current discharge,Yes,23.6,1811,912.6,9.7,3.2
70,94,Constant current discharge,Yes,23.7,1991,980.6,9.8,3.2
100,100,Constant current discharge,Yes,25.3,2010,978.5,10.4,3.1
73,97,Constant current discharge,Yes,24.7,1942,994.3,10.4,3.2
92,98,Constant current discharge,Yes,24.9,1936,987.1,10.3,3.2
93,100,Constant current discharge,Yes,25,2010,967.7,10.2,3.1
100,98,Constant current discharge,Yes,24.8,2010,983,10.4,3.2
71,93,Constant current discharge,Yes,23.7,1861,951.2,9.8,3.2
66,94,Constant current discharge,Yes,24,1878,917,10.4,3.2
71,93,Constant current discharge,Yes,24,1871,912.5,9.6,3.2
100,99,Constant current discharge,Yes,25.1,2010,1013.5,10.4,3.1
82,100,Constant current discharge,Yes,24.8,1996,996.9,10.1,3.2
100,97,Constant current discharge,Yes,24.8,2010,1016.9,10.4,3.2
64,100,Constant current discharge,Yes,24.5,2003,966.2,9.7,3.2
88,98,Constant current discharge,Yes,24.8,1997,995.7,10,3.2
66,93,Constant current discharge,Yes,23.5,1837,912.5,9.8,3.2
66,99,Constant current discharge,Yes,24.8,1969,931,9.8,3.2
94,99,Constant current discharge,Yes,24.8,1970,995.9,10.1,3.2
92,99,Constant current discharge,Yes,25,2004,973.4,10.4,3.2
95,99,Constant current discharge,Yes,24.8,2009,988.6,10.3,3.2
65,92,Constant current discharge,Yes,23.5,1865,912.5,9.4,3.2
68,95,Constant current discharge,Yes,23.7,1858,912.5,9.6,3.2
88,94,Constant current discharge,Yes,23.6,1859,918.8,10.3,3.2
64,94,Constant current discharge,Yes,23.5,1883,912.5,9.5,3.2
70,94,Constant current discharge,Yes,23.7,1862,920.2,9.8,3.2
100,100,Constant current discharge,Yes,25.2,2010,988.2,10.4,3.1
93,98,Constant current discharge,Yes,23.8,1892,979.3,9.8,3.2
100,100,Constant current discharge,Yes,25,2010,1014.7,10.4,3.1
63,95,Constant current discharge,Yes,23.9,1830,925.9,9.7,3.2
66,93,Constant current discharge,Yes,23.6,1877,962.7,10.2,3.2
67,95,Constant current discharge,Yes,23.7,1898,912.5,9.7,3.2
99,93,Constant current discharge,Yes,24.2,2010,983.5,10.1,3.2
67,93,Constant current discharge,Yes,24.1,1835,926.5,9.9,3.2
60,92,Constant current discharge,Yes,23.5,1810,920.4,9.4,3.2
64,91,Constant current discharge,Yes,23.9,1801,923.9,9.7,3.2
96,98,Constant current discharge,Yes,24.7,2009,985.8,10.1,3.1
95,95,Constant current discharge,Yes,23.5,1956,980.4,10.2,3.2
70,91,Constant current discharge,Yes,23.5,1880,912.6,9.6,3.2
100,100,Constant current discharge,Yes,25.1,2010,997,10.4,3.1
63,94,Constant current discharge,Yes,24,1886,914.5,9.6,3.2
89,99,Constant current discharge,Yes,25.1,1999,986.5,10.3,3.2
70,94,Constant current discharge,Yes,23.5,1840,927.5,9.7,3.2
100,100,Constant current discharge,Yes,25.1,2010,1006,10.4,3.1
55,94,Constant current discharge,Yes,23.6,1872,915.6,10.2,3.2
89,97,Constant current discharge,Yes,25,2010,976.6,10.4,3.2
94,98,Constant current discharge,Yes,24.6,1980,998.1,10.2,3.2
65,94,Constant current discharge,Yes,23.9,1963,926.8,9.7,3.2
67,93,Constant current discharge,Yes,23.5,1838,912.5,9.6,3.2
68,92,Constant current discharge,Yes,23.9,1848,976,9.6,3.2
90,98,Constant current discharge,Yes,24.8,2010,970.6,9.7,3.2
89,94,Constant current discharge,Yes,24.8,1978,914.7,10.1,3.1
77,94,Constant current discharge,Yes,23.7,1863,912.5,10.3,3.1
94,99,Constant current discharge,Yes,25.1,1979,988,9.9,3.2
100,100,Constant current discharge,Yes,25.2,2001,971.6,10.4,3.1
96,92,Constant current discharge,Yes,24,1857,925.5,9.6,3.2
67,94,Constant current discharge,Yes,23.6,1798,912.5,9.8,3.2
60,92,Constant current discharge,Yes,24.1,1816,917.1,9.9,3.2
97,94,Constant current discharge,Yes,23.7,1855,973.3,10.3,3.2
64,93,Constant current discharge,Yes,23.5,1859,926.6,9.8,3.2
100,99,Constant current discharge,Yes,24.7,2010,983.9,10.4,3.2
67,93,Constant current discharge,Yes,23.5,1798,912.5,9.7,3.2
87,99,Constant current discharge,Yes,24.7,1947,919.9,10.4,3.2
100,100,Constant current discharge,Yes,25.3,2010,991.6,10.4,3.1
90,100,Constant current discharge,Yes,25,2006,993.4,10.3,3.2
77,94,Constant current discharge,Yes,23.5,1818,912.5,9.8,3.2
64,92,Constant current discharge,Yes,23.5,1831,912.5,9.7,3.2
98,99,Constant current discharge,Yes,25.3,2005,1013.3,10.3,3.2
100,100,Constant current discharge,Yes,25.3,2010,993.9,10.4,3.1
95,99,Constant current discharge,Yes,25,1988,961.2,10.2,3.1
100,95,Constant current discharge,Yes,25,2010,979.3,10.4,3.2
60,95,Constant current discharge,Yes,23.5,1823,912.5,10.2,3.2
98,100,Constant current discharge,Yes,24.8,1965,992.1,10.3,3.2
88,95,Constant current discharge,Yes,24.6,1953,912.5,10,3.2
100,100,Constant current discharge,Yes,25.2,2010,992.1,10.2,3.1
100,100,Constant current discharge,Yes,25.2,2010,983,10.4,3.1
61,92,Constant current discharge,Yes,24,1887,918.8,9.6,3.2
64,92,Constant current discharge,Yes,23.5,1867,912.5,9.5,3.2
71,99,Constant current discharge,Yes,23.7,1819,917.3,10.1,3.2
100,97,Constant current discharge,Yes,24.8,1958,998,10,3.1
64,93,Constant current discharge,Yes,23.6,1790,919.7,9.4,3.2
63,92,Constant current discharge,Yes,23.9,1835,912.5,9.6,3.2
63,92,Constant current discharge,Yes,23.8,1891,912.5,9.6,3.2
64,93,Constant current discharge,Yes,23.9,1831,912.5,9.5,3.2
84,98,Constant current discharge,Yes,25.1,2009,1008.2,10.4,3.1
64,92,Constant current discharge,Yes,23.6,1856,938.9,9.7,3.2
63,92,Constant current discharge,Yes,23.5,1856,920.6,9.6,3.2
100,99,Constant current discharge,Yes,24.6,1937,1003.2,10.4,3.1
96,99,Constant current discharge,Yes,25.1,1996,970.7,10.4,3.1
93,100,Constant current discharge,Yes,25.1,2010,996.8,10.2,3.1
63,94,Constant current discharge,Yes,23.8,1867,912.5,9.7,3.2
69,92,Constant current discharge,Yes,23.9,1960,913.2,9.5,3.2
75,95,Constant current discharge,Yes,23.5,1857,912.5,10.1,3.2
94,98,Constant current discharge,Yes,24.4,2010,997,10.3,3.2
63,93,Constant current discharge,Yes,23.6,1836,912.5,9.6,3.2
74,91,Constant current discharge,Yes,23.9,1853,912.5,10,3.2
55,93,Constant current discharge,Yes,23.9,1840,912.5,10,3.2
80,100,Constant current discharge,Yes,23.5,2010,979.3,10,3.2
100,100,Constant current discharge,Yes,24.5,1977,971.9,10.4,3.2
95,98,Constant current discharge,Yes,24,2010,918.3,9.8,3.2
72,93,Constant current discharge,Yes,23.6,1880,912.6,9.6,3.2
63,92,Constant current discharge,Yes,24.1,1846,965.3,9.7,3.2
55,94,Constant current discharge,Yes,23.5,1971,912.5,9.9,3.2
66,91,Constant current discharge,Yes,23.9,1905,912.5,10,3.2
95,100,Constant current discharge,Yes,24.5,1962,1016.5,10,3.1
100,100,Constant current discharge,Yes,23.9,1822,912.5,9.5,3.2
100,98,Constant current discharge,Yes,25.3,2010,974.3,10.4,3.1
77,93,Constant current discharge,Yes,23.5,1831,912.5,9.6,3.2
96,97,Constant current discharge,Yes,24.5,2010,952.3,10.3,3.2
99,100,Constant current discharge,Yes,25.2,2010,1003.4,10.4,3.1
65,92,Constant current discharge,Yes,23.5,1840,912.5,9.9,3.2
70,92,Constant current discharge,Yes,23.7,1845,919.2,9.7,3.2
61,91,Constant current discharge,Yes,23.9,1883,912.5,9.9,3.2
62,91,Constant current discharge,Yes,23.5,1839,912.5,9.9,3.2
91,91,Constant current discharge,Yes,24.6,1959,916.9,10.1,3.2
64,94,Constant current discharge,Yes,24.5,1813,921,9.8,3.2
61,96,Constant current discharge,Yes,24,1898,912.5,10.2,3.2
100,99,Constant current discharge,Yes,24.9,2010,976.4,10.4,3.1
61,93,Constant current discharge,Yes,23.5,1816,921.9,9.6,3.2
69,92,Constant current discharge,Yes,23.6,1835,921.8,10.1,3.2
77,92,Constant current discharge,Yes,23.8,1881,912.5,9.9,3.2
60,93,Constant current discharge,Yes,23.9,1827,912.5,9.8,3.2
93,98,Constant current discharge,Yes,25.2,2010,980.3,10.4,3.2
66,93,Constant current discharge,Yes,23.5,1862,912.5,9.7,3.2
66,91,Constant current discharge,Yes,23.8,1844,912.5,10.2,3.2
90,98,Constant current discharge,Yes,25,1967,966.3,10.4,3.2
65,98,Constant current discharge,Yes,23.5,1823,940.6,9.7,3.2
96,99,Constant current discharge,Yes,25.3,2006,970.9,10.4,3.1
74,93,Constant current discharge,Yes,23.6,1857,917.6,9.5,3.2
95,98,Constant current discharge,Yes,25.2,2010,992.2,10.4,3.1
59,93,Constant current discharge,Yes,23.5,1815,917.4,9.6,3.2
100,99,Constant current discharge,Yes,24.9,1995,992.3,10.2,3.1
59,94,Constant current discharge,Yes,23.7,1821,912.5,9.5,3.2
71,92,Constant current discharge,Yes,23.5,1837,923.1,9.4,3.2
100,99,Constant current discharge,Yes,24.8,2010,1025,10.4,3.1
96,99,Constant current discharge,Yes,24.7,2002,912.5,10,3.2
61,94,Constant current discharge,Yes,23.9,1813,927.1,9.6,3.2
64,93,Constant current discharge,Yes,23.5,1870,912.5,9.6,3.2
92,98,Constant current discharge,Yes,25.1,1989,978.9,10.4,3.1
62,92,Constant current discharge,Yes,23.9,1970,912.5,9.7,3.2
58,99,Constant current discharge,Yes,24,2010,912.5,9.8,3.2
55,96,Constant current discharge,Yes,23.5,1902,915,9.5,3.2
66,94,Constant current discharge,Yes,23.5,1836,912.5,9.5,3.2
89,99,Constant current discharge,Yes,24.5,2005,994.7,9.8,3.1
94,93,Constant current discharge,Yes,24.1,1826,993.6,10.1,3.2
59,93,Constant current discharge,Yes,23.7,1782,923,9.9,3.2
98,100,Constant current discharge,Yes,25,2010,994.2,10.1,3.2
100,100,Constant current discharge,Yes,25.3,2010,992.9,10.4,3.1
64,93,Constant current discharge,Yes,23.5,1981,918,10.1,3.2
60,94,Constant current discharge,Yes,23.5,1826,919.9,9.7,3.2
72,94,Constant current discharge,Yes,23.6,1842,912.5,9.5,3.2
59,92,Constant current discharge,Yes,23.6,1828,916.6,9.9,3.2
92,98,Constant current discharge,Yes,25.3,2010,1002.2,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1884,912.5,9.4,3.2
82,98,Constant current discharge,Yes,23.8,2004,926.4,10.1,3.2
62,95,Constant current discharge,Yes,23.5,1828,912.5,9.6,3.2
100,98,Constant current discharge,Yes,25.3,1996,992.4,10.1,3.2
99,97,Constant current discharge,Yes,24.9,2010,965.6,10.4,3.1
90,99,Constant current discharge,Yes,25,1992,986.1,10,3.2
62,93,Constant current discharge,Yes,23.9,1896,912.5,9.7,3.2
56,94,Constant current discharge,Yes,23.6,1823,926.9,9.6,3.2
95,98,Constant current discharge,Yes,25.1,1964,998.8,10.2,3.2
92,94,Constant current discharge,Yes,25,2009,928.6,10.1,3.2
95,100,Constant current discharge,Yes,25.1,2010,1003.7,10.3,3.1
63,93,Constant current discharge,Yes,23.6,1824,912.5,9.7,3.2
97,98,Constant current discharge,Yes,24.8,2010,988.8,10.4,3.1
100,100,Constant current discharge,Yes,25.2,2010,1021.2,10.4,3.1
98,99,Constant current discharge,Yes,24.8,2010,992.2,10.2,3.1
97,98,Constant current discharge,Yes,25,2010,988.2,10.2,3.2
94,100,Constant current discharge,Yes,25,2010,999.4,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,999.5,10.4,3.1
60,99,Constant current discharge,Yes,23.7,1885,912.5,10.3,3.2
100,97,Constant current discharge,Yes,24.8,2010,970.6,10.2,3.2
98,100,Constant current discharge,Yes,24.9,2010,1012.4,10.4,3.1
100,98,Constant current discharge,Yes,24.6,1931,978.2,10.1,3.2
62,93,Constant current discharge,Yes,23.7,1847,914,9.7,3.2
100,99,Constant current discharge,Yes,25.1,2010,995.9,10.4,3.1
60,92,Constant current discharge,Yes,23.8,1838,912.5,9.6,3.2
98,98,Constant current discharge,Yes,24.9,1956,979.5,10.1,3.2
71,94,Constant current discharge,Yes,23.8,1866,912.5,9.7,3.2
61,96,Constant current discharge,Yes,23.7,1866,919,9.7,3.2
61,94,Constant current discharge,Yes,24,1834,912.5,9.7,3.2
62,93,Constant current discharge,Yes,23.5,1827,912.5,9.7,3.2
68,97,Constant current discharge,Yes,23.7,1847,932.5,9.8,3.2
94,99,Constant current discharge,Yes,24,2010,991.6,9.7,3.2
85,99,Constant current discharge,Yes,25.1,2010,1009.5,10.1,3.2
69,94,Constant current discharge,Yes,23.6,1829,912.5,9.8,3.2
99,100,Constant current discharge,Yes,24.8,2001,993.6,10.2,3.1
100,98,Constant current discharge,Yes,25.3,2008,981.3,10.1,3.1
67,94,Constant current discharge,Yes,23.7,1863,912.5,9.6,3.2
95,94,Constant current discharge,Yes,23.5,1847,912.5,9.7,3.2
89,98,Constant current discharge,Yes,24.7,1960,969.9,10.3,3.2
100,99,Constant current discharge,Yes,24.8,2010,1001.5,10.3,3.2
100,99,Constant current discharge,Yes,24.8,1975,975.6,10,3.2
99,100,Constant current discharge,Yes,24.9,2010,996.9,10.2,3.1
87,92,Constant current discharge,Yes,23.8,1842,912.5,9.5,3.2
74,98,Constant current discharge,Yes,25,1982,975.7,10.4,3.1
99,98,Constant current discharge,Yes,25.2,2010,973.2,9.7,3.1
95,98,Constant current discharge,Yes,23.9,1952,912.5,10.1,3.2
96,99,Constant current discharge,Yes,24.8,2010,997.6,10.1,3.2
67,94,Constant current discharge,Yes,23.9,1859,915.7,9.7,3.2
94,99,Constant current discharge,Yes,24.8,1976,1000.9,10,3.2
66,94,Constant current discharge,Yes,23.8,1938,1001,10.2,3.2
73,92,Constant current discharge,Yes,24,1828,927.9,9.9,3.2
61,98,Constant current discharge,Yes,23.6,1920,912.5,10,3.2
100,100,Constant current discharge,Yes,25,2010,969.5,10.4,3.1
67,93,Constant current discharge,Yes,23.8,1875,929.9,9.6,3.2
66,93,Constant current discharge,Yes,23.9,2001,912.5,10.3,3.2
100,100,Constant current discharge,Yes,24.8,2010,998.4,10.4,3.1
97,97,Constant current discharge,Yes,24.7,2010,1000.3,10.3,3.1
65,99,Constant current discharge,Yes,24,1992,963.3,9.6,3.2
100,99,Constant current discharge,Yes,24.9,2010,999.5,10.3,3.1
64,93,Constant current discharge,Yes,23.5,1878,912.5,9.5,3.2
89,99,Constant current discharge,Yes,25.2,1933,1001.4,10.2,3.2
70,94,Constant current discharge,Yes,23.6,1878,935.5,9.4,3.2
96,97,Constant current discharge,Yes,24.8,1978,962.2,10.1,3.1
88,97,Constant current discharge,Yes,23.8,1860,912.5,10.3,3.2
70,91,Constant current discharge,Yes,23.6,1859,912.5,9.6,3.2
93,99,Constant current discharge,Yes,25.1,2010,988.5,10.2,3.2
89,99,Constant current discharge,Yes,23.5,2010,968,9.8,3.2
99,100,Constant current discharge,Yes,23.8,2001,939.3,9.7,3.2
69,93,Constant current discharge,Yes,24,1854,923.3,9.9,3.2
100,99,Constant current discharge,Yes,25.1,2010,972.6,10.4,3.1
100,97,Constant current discharge,Yes,23.8,1855,912.5,10.2,3.2
95,100,Constant current discharge,Yes,25.2,2010,964.3,10.4,3.1
91,100,Constant current discharge,Yes,24.7,2010,956.1,10.3,3.1
68,92,Constant current discharge,Yes,23.9,1857,912.5,9.7,3.2
96,93,Constant current discharge,Yes,24.1,1815,919.2,9.8,3.2
91,95,Constant current discharge,Yes,23.8,1821,912.5,9.9,3.2
60,93,Constant current discharge,Yes,23.5,1864,912.5,9.7,3.2
68,92,Constant current discharge,Yes,23.5,1862,917.2,9.5,3.2
59,95,Constant current discharge,Yes,23.9,1830,912.5,9.9,3.2
62,93,Constant current discharge,Yes,23.8,2003,924.6,9.6,3.2
93,95,Constant current discharge,Yes,24.8,1991,998.2,9.7,3.2
100,99,Constant current discharge,Yes,25.3,2010,990.1,9.9,3.1
61,91,Constant current discharge,Yes,23.5,1872,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,988.8,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,993.5,10.4,3.2
98,97,Constant current discharge,Yes,25.2,2010,963.9,10.4,3.1
75,93,Constant current discharge,Yes,23.5,1813,917.9,9.6,3.2
70,93,Constant current discharge,Yes,23.5,1851,912.5,9.6,3.2
85,97,Constant current discharge,Yes,24.9,1992,968.9,9.8,3.2
59,92,Constant current discharge,Yes,23.8,1812,913,9.6,3.2
74,93,Constant current discharge,Yes,24.2,1817,912.5,9.7,3.2
57,97,Constant current discharge,Yes,23.7,1893,918.6,10.4,3.2
67,94,Constant current discharge,Yes,23.7,1871,929.9,9.6,3.2
70,98,Constant current discharge,Yes,23.5,2010,921.2,10.2,3.2
65,93,Constant current discharge,Yes,23.5,1887,912.5,9.8,3.2
94,100,Constant current discharge,Yes,24.7,2010,967.8,9.7,3.2
86,98,Constant current discharge,Yes,24.7,2010,988.3,10.2,3.2
70,92,Constant current discharge,Yes,23.5,1893,912.5,9.6,3.2
98,99,Constant current discharge,Yes,25.3,2010,981.9,10.4,3.1
94,99,Constant current discharge,Yes,25.3,1972,986.3,10.4,3.2
71,93,Constant current discharge,Yes,23.5,1799,912.5,9.6,3.2
57,92,Constant current discharge,Yes,23.5,1858,922.9,10.1,3.2
67,92,Constant current discharge,Yes,23.5,1863,912.5,10.1,3.2
67,93,Constant current discharge,Yes,23.7,1840,912.5,9.6,3.2
64,97,Constant current discharge,Yes,25,1999,976.6,9.6,3.1
86,99,Constant current discharge,Yes,24.7,2010,1000.2,10.3,3.2
99,100,Constant current discharge,Yes,25.1,2010,1019.4,10.4,3.1
93,92,Constant current discharge,Yes,24.7,2009,986.7,10.3,3.2
68,99,Constant current discharge,Yes,23.5,1950,916.3,10,3.2
66,93,Constant current discharge,Yes,23.5,1903,912.5,9.5,3.2
100,100,Constant current discharge,Yes,25,2010,987.6,10.3,3.1
95,99,Constant current discharge,Yes,23.6,1982,912.5,10.3,3.2
73,94,Constant current discharge,Yes,23.9,1869,915.5,9.7,3.2
68,92,Constant current discharge,Yes,23.7,1840,912.5,9.7,3.2
96,100,Constant current discharge,Yes,25,1982,967.9,10,3.2
100,99,Constant current discharge,Yes,24,2010,982.1,10.2,3.1
100,99,Constant current discharge,Yes,25,2010,987.6,10.1,3.2
97,100,Constant current discharge,Yes,24.5,2010,975.2,10.2,3.1
71,93,Constant current discharge,Yes,23.5,1899,928.5,9.7,3.2
73,95,Constant current discharge,Yes,23.5,1835,912.5,9.6,3.2
95,100,Constant current discharge,Yes,24.7,2010,1025,10.4,3.1
55,93,Constant current discharge,Yes,23.5,1844,912.5,9.7,3.2
70,99,Constant current discharge,Yes,23.5,2010,964.8,10.2,3.2
61,93,Constant current discharge,Yes,23.7,1869,912.5,10.1,3.2
86,99,Constant current discharge,Yes,25,2000,979.3,10.1,3.2
84,98,Constant current discharge,Yes,23.9,1961,942.2,10,3.2
100,100,Constant current discharge,Yes,25.3,2010,1018.5,10.4,3.1
90,100,Constant current discharge,Yes,25.2,2010,999.2,10.4,3.2
66,93,Constant current discharge,Yes,23.5,1823,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25,1976,977.2,10.3,3.2
55,91,Constant current discharge,Yes,23.5,1868,912.5,9.6,3.2
97,99,Constant current discharge,Yes,24.8,2010,985.8,10.4,3.2
58,91,Constant current discharge,Yes,23.6,1845,912.5,9.6,3.2
69,93,Constant current discharge,Yes,23.7,1855,912.5,10,3.2
60,92,Constant current discharge,Yes,23.6,1848,912.5,9.6,3.2
93,100,Constant current discharge,Yes,23.7,1942,980.2,10.3,3.2
95,92,Constant current discharge,Yes,24.5,1951,935.2,9.8,3.2
95,100,Constant current discharge,Yes,24.7,2010,932.8,10.3,3.2
68,93,Constant current discharge,Yes,23.7,1829,912.5,9.5,3.2
62,92,Constant current discharge,Yes,24.1,1884,912.5,10.1,3.2
100,98,Constant current discharge,Yes,24.9,2010,982.4,10.4,3.1
92,99,Constant current discharge,Yes,24.7,1995,971.1,10.4,3.1
64,92,Constant current discharge,Yes,23.5,1842,912.5,9.4,3.2
67,94,Constant current discharge,Yes,24.2,1826,912.6,9.8,3.2
71,95,Constant current discharge,Yes,23.6,1817,912.5,9.7,3.2
59,93,Constant current discharge,Yes,24.1,1827,912.5,9.7,3.2
56,95,Constant current discharge,Yes,23.6,1868,912.5,9.5,3.2
